Time - Dev2/ai0,Voltage - Dev2/ai0
1.251,2.64413
1.252,2.62384
1.253,2.58745
1.254,2.54542
1.255,2.52352
1.256,2.4947
1.257,2.46636
1.258,2.41628
1.259,2.36363
1.26,2.32885
1.261,2.28489
1.262,2.25913
1.263,2.20519
1.264,2.1432
1.265,2.05222
1.266,1.97413
1.267,1.87687
1.268,1.79701
1.269,1.63245
1.27,1.41362
1.271,1.1985
1.272,1.08048
1.273,1.01349
1.274,0.903679
1.275,0.919619
1.276,0.730585
1.277,0.0841016
1.278,0.251398
1.279,0.271042
1.28,-0.000915282
1.281,-0.000593248
1.282,-0.000432231
1.283,-0.000593248
1.284,-0.000754265
1.285,-0.000754265
1.286,-0.000593248
1.287,-0.000915282
1.288,-0.000593248
1.289,-0.000593248
1.29,-0.000754265
1.291,-0.000432231
1.292,-0.000593248
1.293,-0.0010763
1.294,-0.000593248
1.295,-0.000754265
1.296,-0.000754265
1.297,-0.000593248
1.298,-0.000915282
1.299,-0.000754265
1.3,-0.000593248
1.301,-0.000754265
1.302,-0.000754265
1.303,-0.000593248
1.304,-0.000593248
1.305,-0.000432231
1.306,-0.000432231
1.307,-0.000915282
1.308,-0.000754265
1.309,-0.000432231
1.31,-0.000593248
1.311,-0.000593248
1.312,-0.000593248
1.313,-0.000754265
1.314,-0.000754265
1.315,-0.000593248
1.316,-0.000915282
1.317,-0.000915282
1.318,-0.000754265
1.319,-0.000754265
1.32,-0.000593248
1.321,-0.000754265
1.322,-0.000432231
1.323,-0.000593248
1.324,-0.000754265
1.325,-0.000593248
1.326,-0.000754265
1.327,-0.000271214
1.328,-0.000754265
1.329,-0.000593248
1.33,-0.000754265
1.331,-0.000915282
1.332,-0.000754265
1.333,-0.000754265
1.334,-0.000915282
