Time - Dev2/ai0,Voltage - Dev2/ai0
0.686,3.11946
0.687,3.11785
0.688,3.11527
0.689,3.1127
0.69,3.11012
0.691,3.10754
0.692,3.10448
0.693,3.10175
0.694,3.09788
0.695,3.09353
0.696,3.09112
0.697,3.08854
0.698,3.08387
0.699,3.07775
0.7,3.07309
0.701,3.06842
0.702,3.06117
0.703,3.04942
0.704,3.0346
0.705,3.02607
0.706,3.0119
0.707,2.99885
0.708,2.97696
0.709,2.95989
0.71,2.93622
0.711,2.91673
0.712,2.88775
0.713,2.85506
0.714,2.80853
0.715,2.7438
0.716,2.69984
0.717,2.6686
0.718,2.64348
0.719,2.59743
0.72,2.55412
0.721,2.49148
0.722,2.43206
0.723,2.35027
0.724,2.27217
0.725,2.10713
0.726,1.96591
0.727,1.79121
0.728,1.68655
0.729,1.56063
0.73,1.44905
0.731,1.28497
0.732,0.867933
0.733,0.93862
0.734,0.93395
0.735,0.667627
0.736,0.529958
0.737,0.231271
0.738,-0.000593248
0.739,-0.000593248
0.74,-0.000754265
0.741,-0.0010763
0.742,-0.000915282
0.743,-0.000754265
0.744,-0.0010763
0.745,-0.000754265
0.746,-0.000915282
0.747,-0.000915282
0.748,-0.000432231
0.749,-0.000754265
0.75,-0.000432231
0.751,-0.000432231
0.752,-0.000593248
0.753,-0.000432231
0.754,-0.000432231
0.755,-0.000593248
0.756,-0.000754265
0.757,-0.000593248
0.758,-0.000915282
0.759,-0.000754265
0.76,-0.000593248
0.761,-0.000593248
0.762,-0.000915282
0.763,-0.000915282
0.764,-0.0010763
0.765,-0.000593248
0.766,-0.000593248
0.767,-0.000754265
0.768,-0.000593248
0.769,-0.000593248
0.77,-0.000432231
0.771,-0.000754265
0.772,-0.000271214
0.773,-0.000271214
0.774,-0.000432231
0.775,-0.000754265
0.776,-0.000754265
0.777,-0.000271214
0.778,-0.000432231
0.779,-0.000754265
0.78,-0.000754265
0.781,-0.000432231
0.782,-0.000754265
0.783,-0.000915282
0.784,-0.000915282
0.785,-0.000915282
0.786,-0.000593248
0.787,-0.000754265
0.788,-0.000754265
0.789,-0.000754265
0.79,-0.000432231
0.791,-0.000593248
0.792,-0.000593248
0.793,-0.000432231
0.794,-0.000432231
0.795,-0.000754265
0.796,-0.000593248
0.797,-0.000432231
0.798,-0.000754265
0.799,-0.000754265
0.8,-0.000754265
0.801,-0.000754265
0.802,-0.000432231
0.803,-0.000754265
0.804,-0.000593248
0.805,-0.000915282
0.806,-0.000754265
0.807,-0.000754265
0.808,-0.000915282
0.809,-0.000432231
0.81,-0.000754265
0.811,-0.000432231
0.812,-0.000593248
0.813,-0.000271214
0.814,-0.000271214
0.815,-0.000593248
0.816,-0.000754265
0.817,-0.000754265
0.818,-0.000432231
0.819,-0.000754265
0.82,-0.000754265
0.821,-0.000593248
0.822,-0.000593248
0.823,-0.000754265
0.824,-0.000915282
0.825,-0.000915282
0.826,-0.000915282
0.827,-0.000754265
0.828,-0.000593248
0.829,-0.000593248
0.83,-0.000432231
0.831,-0.000593248
0.832,-0.000432231
0.833,-0.000593248
0.834,-0.000754265
0.835,-0.000593248
0.836,-0.000754265
0.837,-0.000432231
0.838,-0.000593248
0.839,-0.000754265
0.84,-0.000593248
0.841,-0.000593248
0.842,-0.000754265
0.843,-0.000432231
0.844,-0.000915282
0.845,-0.000593248
0.846,-0.000754265
0.847,-0.000915282
0.848,-0.000593248
0.849,-0.000593248
0.85,-0.000754265
0.851,-0.000593248
0.852,-0.000593248
0.853,-0.000593248
0.854,-0.000432231
0.855,-0.000432231
0.856,-0.000432231
0.857,-0.000432231
0.858,-0.000432231
0.859,-0.000915282
0.86,-0.000754265
0.861,-0.000593248
0.862,-0.0010763
0.863,-0.000593248
0.864,-0.0010763
0.865,-0.000915282
0.866,-0.000593248
0.867,-0.000915282
0.868,-0.000593248
0.869,-0.000754265
0.87,-0.000432231
0.871,-0.000432231
0.872,-0.000432231
0.873,-0.000593248
0.874,-0.000593248
0.875,-0.000432231
0.876,-0.000754265
0.877,-0.000754265
0.878,-0.000754265
0.879,-0.000432231
0.88,-0.000754265
0.881,-0.000754265
0.882,-0.000915282
0.883,-0.000754265
0.884,-0.000593248
0.885,-0.000915282
0.886,-0.000915282
0.887,-0.000432231
0.888,-0.000915282
0.889,-0.000754265
0.89,-0.000432231
0.891,-0.000432231
0.892,-0.000432231
0.893,-0.000432231
0.894,-0.000593248
0.895,-0.000593248
0.896,-0.000271214
0.897,-0.000593248
0.898,-0.000593248
0.899,-0.000432231
0.9,-0.000754265
0.901,-0.000432231
0.902,-0.000915282
0.903,-0.0010763
0.904,-0.000915282
0.905,-0.000754265
0.906,-0.000754265
0.907,-0.000593248
0.908,-0.000754265
0.909,-0.000432231
0.91,-0.000754265
0.911,-0.000593248
0.912,-0.000432231
0.913,-0.000593248
0.914,-0.000432231
0.915,-0.000271214
0.916,-0.000754265
0.917,-0.000593248
0.918,-0.000593248
0.919,-0.000754265
0.92,-0.000915282
0.921,-0.000915282
0.922,-0.000754265
0.923,-0.000915282
0.924,-0.000593248
0.925,-0.000593248
0.926,-0.000915282
0.927,-0.000754265
0.928,-0.000754265
0.929,-0.000593248
0.93,-0.000432231
0.931,-0.000593248
0.932,-0.000754265
0.933,-0.000432231
0.934,-0.000271214
0.935,-0.000593248
0.936,-0.000754265
0.937,-0.000593248
0.938,-0.000754265
0.939,-0.000754265
0.94,-0.000754265
0.941,-0.000593248
0.942,-0.000593248
0.943,-0.0010763
0.944,-0.000754265
0.945,-0.0010763
0.946,-0.000593248
0.947,-0.000754265
0.948,-0.000754265
0.949,-0.000593248
0.95,-0.000754265
0.951,-0.000593248
0.952,-0.000593248
0.953,-0.000432231
0.954,-0.000432231
0.955,-0.000432231
0.956,-0.000754265
0.957,-0.000915282
0.958,-0.000593248
0.959,-0.000593248
0.96,-0.000432231
0.961,-0.000754265
0.962,-0.000754265
0.963,-0.000915282
0.964,-0.000915282
0.965,-0.000754265
0.966,-0.000754265
0.967,-0.000432231
0.968,-0.000593248
0.969,-0.000593248
0.97,-0.000432231
0.971,-0.000432231
0.972,-0.000432231
0.973,-0.000754265
0.974,-0.000432231
0.975,-0.000593248
0.976,-0.000432231
0.977,-0.000593248
0.978,-0.000593248
0.979,-0.000593248
0.98,-0.000754265
0.981,-0.000754265
0.982,-0.000915282
0.983,-0.000915282
0.984,-0.000593248
0.985,-0.0010763
0.986,-0.000754265
0.987,-0.000754265
0.988,-0.000754265
0.989,-0.000593248
0.99,-0.000432231
0.991,-0.000593248
0.992,-0.000432231
0.993,-0.000432231
0.994,-0.000754265
0.995,-0.000432231
0.996,-0.000754265
0.997,-0.000754265
0.998,-0.000915282
0.999,-0.000754265
1,-0.000754265
1.001,-0.000754265
1.002,-0.000271214
1.003,-0.000593248
1.004,-0.000754265
1.005,-0.0010763
1.006,-0.000915282
